age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
37,unknown,single,tertiary,no,1502,no,no,unknown,6,aug,206,2,-1,0,unknown,no
35,blue-collar,divorced,tertiary,no,1990,no,no,cellular,11,mar,316,5,307,2,other,no
60,unknown,divorced,unknown,no,2940,no,yes,cellular,8,oct,15,2,109,3,other,no
74,entrepreneur,married,tertiary,no,2583,no,yes,unknown,19,apr,111,7,-1,0,unknown,no
38,unemployed,divorced,primary,no,1090,yes,yes,telephone,30,jul,337,7,275,1,other,yes
21,student,married,tertiary,no,1569,yes,no,unknown,11,jan,297,9,-1,0,unknown,no
67,blue-collar,single,unknown,no,-2802,yes,no,unknown,6,jan,14,4,-1,0,unknown,no
50,management,divorced,unknown,no,-333,no,no,telephone,31,sep,70,5,-1,0,unknown,no
44,unemployed,married,secondary,no,1574,yes,yes,unknown,12,dec,293,3,-1,0,unknown,no
24,housemaid,divorced,primary,no,-791,no,no,cellular,18,jun,81,7,-1,0,unknown,no
23,self-employed,married,unknown,no,4011,yes,no,telephone,3,may,434,5,-1,0,unknown,yes
32,unknown,single,primary,no,-558,yes,no,unknown,13,feb,7,9,-1,0,unknown,no
35,unknown,married,tertiary,no,2073,yes,no,cellular,4,feb,54,7,-1,0,unknown,no
49,unemployed,divorced,unknown,no,1773,no,no,telephone,9,jul,85,4,-1,0,unknown,no
73,admin.,married,secondary,no,3668,yes,yes,unknown,31,jun,669,7,-1,0,unknown,yes
28,unknown,divorced,unknown,no,4133,yes,no,telephone,16,dec,410,1,-1,0,unknown,yes
37,housemaid,single,secondary,no,3511,yes,no,cellular,12,aug,556,2,349,1,failure,yes
41,management,married,primary,no,-4913,no,no,cellular,20,mar,149,3,271,1,success,no
32,services,divorced,secondary,no,5016,no,no,telephone,7,mar,446,5,106,2,other,yes
65,management,divorced,tertiary,no,6018,no,no,cellular,12,may,495,5,-1,0,unknown,yes
24,management,divorced,tertiary,no,-27,yes,no,cellular,8,oct,131,7,184,1,failure,no
38,unknown,married,tertiary,no,2135,no,no,telephone,21,apr,1340,9,-1,0,unknown,yes
59,self-employed,married,unknown,no,-1257,no,no,telephone,15,dec,491,9,-1,0,unknown,yes
43,technician,married,tertiary,no,-4439,yes,yes,unknown,2,aug,942,6,-1,0,unknown,yes
61,student,single,tertiary,no,-799,yes,no,unknown,31,jun,519,7,371,2,failure,yes
73,admin.,divorced,unknown,no,-202,yes,no,telephone,11,aug,386,8,-1,0,unknown,yes
31,student,divorced,primary,no,355,yes,no,cellular,24,jul,742,4,-1,0,unknown,yes
74,unknown,single,tertiary,no,-1462,no,yes,cellular,21,feb,140,7,-1,0,unknown,no
54,student,single,tertiary,no,-783,no,yes,telephone,5,sep,394,6,-1,0,unknown,yes
38,admin.,married,unknown,no,1389,no,no,telephone,23,nov,61,8,-1,0,unknown,no
35,entrepreneur,married,primary,no,-894,yes,no,telephone,6,jun,340,1,-1,0,unknown,no
22,technician,married,primary,no,3058,no,no,cellular,19,nov,397,5,-1,0,unknown,yes
20,student,married,primary,no,3474,yes,no,unknown,30,nov,325,3,-1,0,unknown,no
40,unknown,married,unknown,no,8585,yes,no,unknown,14,jun,489,9,-1,0,unknown,yes
43,retired,married,secondary,no,4810,no,yes,cellular,7,dec,137,9,28,4,other,no
54,student,single,secondary,no,2154,yes,no,unknown,12,feb,203,3,177,3,other,no
41,management,single,tertiary,no,-443,no,no,telephone,30,sep,2,2,-1,0,unknown,no
66,entrepreneur,single,tertiary,no,2306,no,yes,telephone,17,jan,40,5,-1,0,unknown,no
36,technician,divorced,tertiary,no,2405,no,no,cellular,4,jun,266,4,-1,0,unknown,no
68,unknown,divorced,secondary,no,-121,yes,yes,cellular,20,aug,213,7,-1,0,unknown,no
42,housemaid,married,unknown,no,3781,no,no,telephone,22,feb,56,8,350,3,other,no
38,unemployed,single,tertiary,no,-2783,no,no,telephone,22,mar,71,4,246,4,other,no
29,unemployed,divorced,unknown,no,687,no,yes,cellular,10,oct,108,3,268,1,failure,no
74,admin.,divorced,tertiary,yes,3095,no,no,cellular,24,oct,325,9,-1,0,unknown,no
58,student,single,unknown,no,557,no,no,telephone,28,jul,242,8,-1,0,unknown,no
50,technician,divorced,unknown,no,800,yes,no,telephone,1,nov,18,7,-1,0,unknown,no
67,management,divorced,secondary,no,1008,no,no,unknown,29,dec,368,8,-1,0,unknown,yes
70,management,single,unknown,no,-1091,no,yes,unknown,23,jan,78,8,11,4,failure,no
21,self-employed,divorced,primary,no,4955,no,no,telephone,30,may,287,8,-1,0,unknown,yes
59,services,single,secondary,no,-1640,no,yes,cellular,4,nov,33,1,-1,0,unknown,no
74,unemployed,divorced,tertiary,no,2380,yes,no,unknown,13,jun,1593,4,-1,0,unknown,yes
24,student,single,secondary,no,2667,yes,no,unknown,6,oct,21,7,-1,0,unknown,no
39,entrepreneur,divorced,primary,no,-1431,yes,no,telephone,26,jul,349,6,-1,0,unknown,yes
72,technician,divorced,primary,no,1642,yes,no,cellular,15,oct,201,3,312,3,success,no
50,management,single,unknown,no,-1314,yes,yes,cellular,14,oct,23,3,-1,0,unknown,no
34,services,divorced,primary,no,5608,yes,no,telephone,25,jul,7,4,-1,0,unknown,no
41,technician,single,primary,no,-2003,yes,no,cellular,3,mar,116,6,-1,0,unknown,no
51,student,single,primary,no,-544,no,no,telephone,24,jul,418,1,-1,0,unknown,yes
45,blue-collar,divorced,primary,no,-2260,yes,no,cellular,19,jan,10,4,-1,0,unknown,no
60,management,married,tertiary,no,-2662,yes,no,telephone,6,nov,314,9,-1,0,unknown,yes
58,blue-collar,divorced,tertiary,no,6210,yes,yes,cellular,2,apr,274,7,-1,0,unknown,no
56,technician,married,secondary,no,3056,yes,no,telephone,9,jul,79,6,-1,0,unknown,no
39,student,married,unknown,no,1845,yes,no,telephone,30,jul,20,5,380,2,failure,no
66,management,divorced,tertiary,no,-552,yes,yes,cellular,13,apr,636,2,-1,0,unknown,yes
34,self-employed,married,primary,no,4154,no,no,telephone,18,jan,92,2,-1,0,unknown,no
51,blue-collar,single,unknown,no,-1057,yes,no,unknown,12,aug,30,6,-1,0,unknown,no
23,retired,single,tertiary,no,3811,no,no,cellular,21,apr,295,9,-1,0,unknown,no
63,services,married,secondary,no,-1202,no,yes,telephone,22,feb,63,9,-1,0,unknown,no
23,entrepreneur,single,primary,no,-516,no,no,cellular,4,apr,166,1,-1,0,unknown,no
51,unemployed,divorced,unknown,no,3704,yes,no,cellular,28,aug,13,7,-1,0,unknown,no
18,services,single,tertiary,no,4022,yes,no,telephone,23,aug,1279,7,-1,0,unknown,yes
27,blue-collar,married,unknown,no,3220,yes,yes,unknown,29,may,153,2,-1,0,unknown,no
38,management,divorced,tertiary,no,-1735,yes,yes,cellular,7,feb,1812,4,-1,0,unknown,yes
22,self-employed,single,secondary,no,78,yes,no,unknown,12,jul,125,8,-1,0,unknown,no
19,retired,divorced,primary,no,1895,no,no,unknown,23,mar,110,6,384,1,success,no
39,self-employed,married,secondary,no,-1132,yes,yes,telephone,11,jun,634,7,158,1,success,yes
65,retired,single,primary,no,5548,yes,no,telephone,7,sep,103,6,-1,0,unknown,no
74,unemployed,divorced,primary,yes,-5804,yes,no,cellular,29,may,145,9,253,4,failure,no
19,self-employed,divorced,unknown,no,-920,no,no,telephone,26,sep,20,9,-1,0,unknown,no
27,retired,single,tertiary,no,-110,no,no,cellular,27,apr,802,6,-1,0,unknown,yes
51,self-employed,divorced,secondary,no,-7134,yes,yes,cellular,10,sep,22,6,-1,0,unknown,no
33,services,divorced,secondary,no,-2778,yes,no,unknown,9,jan,380,9,-1,0,unknown,yes
65,unknown,married,secondary,no,3304,yes,yes,telephone,2,apr,199,9,-1,0,unknown,no
68,retired,married,unknown,no,1514,no,yes,telephone,5,nov,16,3,287,4,failure,no
56,unemployed,married,unknown,yes,6156,no,yes,cellular,10,jan,0,7,-1,0,unknown,no
39,retired,married,unknown,no,6072,no,no,unknown,25,dec,707,3,-1,0,unknown,yes
29,retired,married,primary,no,2726,yes,no,telephone,28,sep,349,4,-1,0,unknown,no
41,housemaid,married,secondary,no,2365,no,no,unknown,29,aug,299,9,-1,0,unknown,no
64,services,single,primary,no,1621,no,no,unknown,14,aug,148,8,-1,0,unknown,no
57,blue-collar,married,secondary,no,-6566,no,no,cellular,27,jul,70,6,-1,0,unknown,no
55,admin.,divorced,secondary,no,-2773,no,no,telephone,16,sep,293,6,93,4,failure,no
27,unknown,single,tertiary,no,1725,yes,yes,telephone,27,nov,241,8,-1,0,unknown,no
52,retired,divorced,secondary,no,3276,yes,no,telephone,2,nov,334,2,69,3,success,yes
68,entrepreneur,married,unknown,no,2294,yes,yes,unknown,19,mar,117,5,-1,0,unknown,no
66,retired,married,unknown,no,-1262,no,no,telephone,23,jul,1118,7,-1,0,unknown,yes
49,housemaid,divorced,unknown,no,4243,no,no,cellular,9,jun,17,3,358,3,success,no
24,self-employed,divorced,tertiary,no,5883,yes,no,unknown,14,may,21,8,-1,0,unknown,no
38,blue-collar,divorced,tertiary,no,4245,yes,no,telephone,15,sep,641,3,-1,0,unknown,yes
37,entrepreneur,single,primary,no,4400,yes,no,unknown,19,apr,269,4,-1,0,unknown,no
43,unknown,married,secondary,no,-259,no,no,unknown,31,mar,101,6,-1,0,unknown,no
21,entrepreneur,divorced,secondary,no,4660,yes,no,unknown,26,nov,370,6,-1,0,unknown,yes
63,services,married,unknown,no,1861,yes,no,cellular,8,mar,155,2,-1,0,unknown,no
69,unemployed,divorced,unknown,no,2962,yes,yes,telephone,27,feb,5,2,-1,0,unknown,no
39,unemployed,married,unknown,no,2522,yes,no,telephone,15,jan,271,3,250,1,success,no
32,unknown,single,unknown,no,1057,no,no,unknown,8,mar,71,3,384,2,other,no
73,student,married,unknown,no,-1164,no,no,telephone,28,aug,31,4,-1,0,unknown,no
57,blue-collar,divorced,unknown,no,1175,yes,no,unknown,4,dec,65,4,378,4,success,no
38,student,married,secondary,no,4392,no,no,unknown,27,jun,166,4,-1,0,unknown,no
32,unemployed,single,tertiary,no,94,yes,no,unknown,29,feb,13,3,-1,0,unknown,no
39,technician,single,unknown,no,4111,no,yes,cellular,6,aug,553,1,-1,0,unknown,yes
69,housemaid,married,secondary,no,3640,yes,no,telephone,11,may,211,9,-1,0,unknown,no
45,unknown,divorced,unknown,no,523,yes,no,unknown,12,dec,89,2,-1,0,unknown,no
31,unknown,single,primary,no,5601,yes,no,telephone,24,apr,299,3,-1,0,unknown,yes
44,admin.,single,primary,no,353,yes,yes,cellular,28,jan,420,2,238,1,failure,yes
58,admin.,married,secondary,no,5965,yes,no,cellular,9,dec,245,6,-1,0,unknown,no
57,services,single,tertiary,no,2729,no,no,unknown,18,jan,58,6,-1,0,unknown,no
45,services,single,primary,no,1375,no,yes,cellular,17,apr,30,1,-1,0,unknown,no
43,admin.,divorced,primary,no,-1248,yes,no,cellular,21,dec,507,4,-1,0,unknown,yes
66,student,divorced,tertiary,no,1157,no,yes,cellular,26,sep,69,5,-1,0,unknown,no
19,unemployed,divorced,primary,no,809,yes,no,cellular,3,oct,5,6,262,3,failure,no
42,management,married,unknown,no,-2363,no,no,cellular,27,oct,265,5,210,1,failure,no
73,unknown,single,tertiary,no,768,no,no,cellular,13,jun,42,3,237,2,failure,no
20,technician,married,primary,no,-995,no,no,telephone,6,jan,1214,3,-1,0,unknown,yes
25,unknown,single,tertiary,no,3186,yes,no,cellular,28,dec,525,3,-1,0,unknown,yes
61,retired,single,unknown,no,5353,yes,no,telephone,14,aug,241,6,-1,0,unknown,no
50,blue-collar,single,primary,no,-2268,yes,no,unknown,27,dec,463,4,-1,0,unknown,yes
59,housemaid,divorced,secondary,no,6575,yes,no,cellular,1,sep,164,4,-1,0,unknown,no
69,management,married,primary,no,1036,no,no,cellular,28,feb,400,3,-1,0,unknown,yes
52,technician,married,primary,no,-1510,yes,no,telephone,27,jun,268,4,-1,0,unknown,no
23,retired,single,unknown,no,3703,yes,no,cellular,4,jul,7,8,264,1,success,no
56,services,married,secondary,no,79,yes,no,telephone,22,nov,766,3,-1,0,unknown,yes
69,technician,divorced,secondary,no,1177,yes,no,telephone,18,jan,508,3,-1,0,unknown,yes
40,student,married,secondary,no,206,no,no,cellular,11,nov,791,6,-1,0,unknown,yes
42,admin.,single,unknown,no,-1034,yes,no,unknown,11,may,339,1,-1,0,unknown,no
67,unknown,divorced,unknown,no,3601,no,yes,unknown,8,nov,137,6,-1,0,unknown,no
60,technician,divorced,unknown,no,561,yes,no,unknown,4,nov,59,9,-1,0,unknown,no
36,blue-collar,single,unknown,no,-2899,no,no,telephone,2,may,51,3,-1,0,unknown,no
22,entrepreneur,married,unknown,no,3081,no,yes,telephone,1,mar,40,2,-1,0,unknown,no
68,services,single,secondary,no,-2204,no,no,cellular,24,feb,64,3,-1,0,unknown,no
28,self-employed,married,tertiary,no,-2047,no,no,telephone,10,jan,206,3,-1,0,unknown,no
73,housemaid,married,unknown,no,5011,yes,no,unknown,17,jun,297,2,210,4,other,no
29,student,divorced,tertiary,no,-2176,no,yes,cellular,7,jul,97,4,-1,0,unknown,no
27,housemaid,single,primary,no,-5547,no,no,unknown,7,feb,205,8,-1,0,unknown,no
25,technician,divorced,primary,no,3297,no,no,cellular,13,feb,107,7,-1,0,unknown,no
41,entrepreneur,single,unknown,yes,508,no,no,unknown,22,may,307,9,276,4,other,no
45,unknown,single,primary,no,768,no,no,cellular,24,may,1151,8,-1,0,unknown,yes
58,self-employed,divorced,tertiary,no,476,yes,no,unknown,26,mar,301,7,-1,0,unknown,no
53,student,single,primary,no,2120,yes,no,telephone,1,mar,15,6,-1,0,unknown,no
54,retired,single,primary,no,-841,yes,no,unknown,28,jan,167,3,-1,0,unknown,no
38,management,married,tertiary,no,5864,no,no,cellular,1,mar,379,4,-1,0,unknown,no
25,unknown,single,primary,no,-3018,yes,no,unknown,13,sep,201,8,-1,0,unknown,no
72,retired,single,unknown,no,2761,no,no,telephone,1,feb,778,2,-1,0,unknown,yes
26,management,divorced,tertiary,no,3355,yes,no,cellular,6,jan,14,6,-1,0,unknown,no
64,entrepreneur,divorced,tertiary,no,-862,yes,no,telephone,23,sep,88,1,-1,0,unknown,no
32,management,single,secondary,no,-1657,no,no,unknown,26,may,64,7,-1,0,unknown,no
65,unknown,married,secondary,no,4483,no,no,cellular,25,aug,376,4,-1,0,unknown,yes
63,student,married,tertiary,no,-1558,no,no,unknown,10,nov,191,1,-1,0,unknown,no
57,blue-collar,divorced,tertiary,no,-402,yes,no,cellular,21,apr,38,5,-1,0,unknown,no
35,technician,single,secondary,no,4092,yes,no,telephone,1,aug,86,5,-1,0,unknown,no
59,retired,single,unknown,no,1527,yes,no,telephone,25,dec,190,6,101,4,other,no
37,blue-collar,married,primary,no,-3984,yes,no,telephone,5,may,1432,8,259,2,other,yes
23,retired,married,primary,no,6679,yes,yes,unknown,22,jun,116,4,292,4,success,no
29,student,married,primary,no,-171,yes,yes,cellular,25,jun,44,7,-1,0,unknown,no
19,technician,divorced,tertiary,no,211,yes,yes,telephone,2,jun,177,4,-1,0,unknown,no
24,unemployed,single,unknown,no,2192,no,yes,unknown,30,feb,95,2,100,3,success,no
33,management,divorced,secondary,no,3303,yes,yes,unknown,3,oct,215,8,-1,0,unknown,no
20,entrepreneur,single,unknown,no,7323,yes,no,cellular,30,oct,162,5,-1,0,unknown,no
62,unemployed,divorced,unknown,no,-3572,yes,no,telephone,23,sep,301,4,-1,0,unknown,no
20,unemployed,single,primary,no,3908,no,no,unknown,3,jul,633,2,73,2,success,yes
44,housemaid,married,secondary,no,3658,yes,no,telephone,31,mar,57,7,-1,0,unknown,no
67,admin.,married,unknown,no,1010,yes,no,cellular,18,feb,444,5,-1,0,unknown,yes
60,unknown,married,secondary,no,3791,yes,no,telephone,23,apr,769,9,-1,0,unknown,yes
57,blue-collar,divorced,tertiary,no,4234,no,no,telephone,8,aug,120,7,-1,0,unknown,no
55,blue-collar,married,primary,no,-2735,no,no,unknown,9,sep,31,9,-1,0,unknown,no
50,blue-collar,single,secondary,no,6688,no,no,unknown,2,oct,445,5,-1,0,unknown,yes
45,student,divorced,tertiary,no,-3267,yes,no,cellular,29,feb,311,6,-1,0,unknown,yes
18,blue-collar,single,tertiary,no,-1993,no,yes,cellular,2,jun,61,8,-1,0,unknown,no
72,student,divorced,tertiary,no,635,no,no,cellular,27,aug,152,6,-1,0,unknown,no
25,unknown,single,unknown,no,7215,no,no,unknown,16,mar,222,4,-1,0,unknown,no
54,unemployed,single,unknown,yes,495,no,no,cellular,7,nov,48,2,380,4,success,no
49,unknown,divorced,primary,no,1326,yes,no,cellular,30,sep,323,6,-1,0,unknown,no
65,blue-collar,divorced,primary,no,5732,yes,yes,unknown,31,apr,302,9,-1,0,unknown,no
60,admin.,married,tertiary,no,519,no,no,cellular,4,may,562,8,-1,0,unknown,yes
54,services,married,primary,no,-2122,no,yes,unknown,5,dec,216,3,214,2,other,no
21,technician,single,unknown,no,167,yes,yes,cellular,1,jul,220,5,-1,0,unknown,no
47,blue-collar,single,primary,no,5547,yes,yes,unknown,31,nov,249,6,-1,0,unknown,no
23,entrepreneur,single,secondary,no,1636,no,no,telephone,22,nov,82,7,-1,0,unknown,no
63,services,divorced,unknown,no,7232,yes,yes,unknown,10,may,366,2,-1,0,unknown,yes
71,unknown,divorced,tertiary,no,3643,yes,no,unknown,13,apr,280,6,-1,0,unknown,no
36,entrepreneur,married,tertiary,yes,-517,yes,no,unknown,24,apr,471,2,-1,0,unknown,yes
49,entrepreneur,single,primary,no,1576,no,no,cellular,27,may,377,8,-1,0,unknown,no
26,retired,married,unknown,no,-1144,no,no,unknown,15,mar,262,7,-1,0,unknown,no
29,entrepreneur,divorced,tertiary,no,-588,yes,yes,unknown,1,sep,45,2,-1,0,unknown,no
28,blue-collar,divorced,tertiary,no,14900,yes,no,cellular,18,dec,648,4,-1,0,unknown,yes
63,retired,divorced,unknown,no,4488,yes,no,telephone,23,feb,118,7,-1,0,unknown,no
72,housemaid,married,unknown,no,4014,yes,no,unknown,14,dec,859,9,-1,0,unknown,yes
33,unemployed,divorced,tertiary,no,-452,no,no,cellular,18,jul,132,3,6,3,failure,no
18,entrepreneur,single,primary,no,6145,yes,yes,telephone,25,apr,40,8,275,3,other,no
62,admin.,married,primary,no,4731,yes,no,unknown,22,aug,557,9,86,1,failure,yes
72,self-employed,divorced,primary,yes,7084,no,no,telephone,12,jul,408,8,-1,0,unknown,yes
70,technician,married,secondary,no,6938,yes,no,unknown,12,aug,398,4,-1,0,unknown,yes
38,entrepreneur,married,unknown,no,-3027,yes,no,unknown,5,apr,24,4,-1,0,unknown,no
47,student,divorced,tertiary,no,-1916,no,no,telephone,7,nov,545,7,-1,0,unknown,yes
30,housemaid,divorced,secondary,no,-1597,no,no,telephone,26,feb,234,4,-1,0,unknown,no
51,management,married,primary,yes,-1417,yes,no,telephone,24,jul,163,7,-1,0,unknown,no
21,student,married,secondary,no,2396,yes,no,unknown,13,dec,630,9,-1,0,unknown,yes
45,unknown,divorced,tertiary,no,-282,no,no,unknown,9,sep,282,9,379,2,failure,no
55,self-employed,single,tertiary,no,7659,no,no,cellular,6,jun,36,9,-1,0,unknown,no
48,unknown,married,unknown,no,7154,yes,no,cellular,21,jul,189,6,-1,0,unknown,no
72,housemaid,married,primary,no,1403,no,no,cellular,7,jun,261,1,11,4,other,no
44,management,single,primary,yes,7306,no,no,unknown,18,feb,590,8,356,4,other,yes
22,unknown,divorced,secondary,no,5900,no,no,telephone,15,sep,84,6,66,4,success,no
42,unknown,divorced,primary,yes,66,yes,no,cellular,8,may,407,7,-1,0,unknown,no
20,unknown,single,secondary,no,-4622,yes,yes,unknown,28,dec,414,2,-1,0,unknown,yes
50,housemaid,divorced,tertiary,no,767,yes,no,telephone,20,mar,35,3,-1,0,unknown,no
21,self-employed,divorced,tertiary,no,-516,yes,no,cellular,16,apr,4,6,-1,0,unknown,no
42,unemployed,married,tertiary,no,2044,no,yes,telephone,17,apr,224,3,319,4,failure,no
37,technician,married,tertiary,no,1691,yes,no,telephone,3,dec,402,5,328,1,failure,yes
51,housemaid,married,tertiary,no,1612,no,no,cellular,13,sep,208,4,-1,0,unknown,no
43,management,single,secondary,no,2998,yes,yes,cellular,9,nov,433,5,-1,0,unknown,yes
22,entrepreneur,divorced,tertiary,no,-2225,no,no,unknown,20,may,251,8,88,2,other,no
52,unemployed,divorced,secondary,no,2660,yes,no,telephone,15,feb,273,4,116,1,success,no
45,unemployed,married,tertiary,no,100,yes,no,cellular,26,jun,7,9,-1,0,unknown,no
46,entrepreneur,married,secondary,no,2024,yes,no,cellular,26,dec,23,3,-1,0,unknown,no
26,admin.,single,secondary,no,4303,no,no,telephone,30,jul,333,7,-1,0,unknown,no
69,retired,divorced,secondary,no,-2261,yes,no,telephone,27,aug,371,7,-1,0,unknown,no
55,technician,single,primary,no,576,yes,no,telephone,16,may,201,1,158,3,failure,no
67,technician,divorced,secondary,no,1066,yes,no,cellular,16,aug,230,3,-1,0,unknown,no
23,admin.,single,secondary,no,-124,no,no,cellular,19,aug,245,1,-1,0,unknown,no
36,retired,married,tertiary,no,4130,no,yes,unknown,4,apr,28,8,-1,0,unknown,no
61,technician,single,secondary,no,-744,no,no,telephone,19,jul,284,5,-1,0,unknown,yes
74,management,single,secondary,no,-248,no,yes,cellular,19,dec,167,4,-1,0,unknown,no
28,services,married,unknown,no,-713,yes,no,cellular,2,sep,238,3,-1,0,unknown,no
19,services,divorced,primary,no,4708,no,no,telephone,6,oct,213,7,373,1,other,no
64,technician,divorced,unknown,no,-58,yes,no,cellular,13,apr,371,8,-1,0,unknown,no
61,blue-collar,married,tertiary,no,2807,yes,no,telephone,15,sep,98,8,-1,0,unknown,no
61,technician,single,primary,no,7367,no,no,cellular,10,dec,120,1,-1,0,unknown,no
26,entrepreneur,single,primary,no,1197,yes,yes,telephone,22,apr,128,7,-1,0,unknown,no
38,entrepreneur,single,unknown,no,4769,yes,no,telephone,10,jan,370,5,64,4,failure,yes
41,student,divorced,primary,no,6452,yes,no,cellular,4,apr,145,2,-1,0,unknown,no
51,retired,single,unknown,no,4513,no,no,telephone,14,feb,50,8,-1,0,unknown,no
39,unknown,divorced,secondary,no,1372,no,no,unknown,8,jun,1051,2,-1,0,unknown,yes
20,unemployed,single,unknown,no,3355,yes,no,unknown,6,aug,175,6,107,4,success,no
29,management,married,primary,no,-2450,yes,no,telephone,12,jun,29,5,-1,0,unknown,no
45,admin.,married,primary,no,-924,no,no,unknown,8,sep,286,6,-1,0,unknown,no
47,self-employed,divorced,tertiary,no,-396,no,yes,cellular,6,jun,346,8,340,3,other,yes
43,technician,divorced,tertiary,no,8165,no,no,cellular,15,nov,178,9,-1,0,unknown,no
65,unknown,married,tertiary,no,-1022,yes,no,telephone,29,jul,268,3,-1,0,unknown,no
38,unknown,married,tertiary,no,-1066,yes,yes,cellular,25,dec,48,3,-1,0,unknown,no
45,management,single,primary,no,-1718,yes,yes,cellular,19,may,118,7,-1,0,unknown,no
73,admin.,married,tertiary,no,3107,no,no,unknown,14,aug,45,3,-1,0,unknown,no
43,entrepreneur,divorced,unknown,no,1852,yes,no,cellular,3,feb,126,5,-1,0,unknown,no
50,housemaid,married,secondary,no,4693,yes,no,cellular,18,feb,213,4,-1,0,unknown,no
38,management,divorced,primary,no,3442,yes,no,unknown,10,nov,150,9,114,4,failure,no
52,unknown,divorced,tertiary,no,-2730,no,no,telephone,14,aug,232,8,-1,0,unknown,no
69,services,single,primary,no,-1006,yes,no,telephone,14,jun,179,9,-1,0,unknown,no
51,technician,single,tertiary,no,5531,no,yes,unknown,22,feb,98,6,-1,0,unknown,no
58,retired,single,primary,no,811,no,no,unknown,7,jun,39,2,-1,0,unknown,no
68,services,single,tertiary,no,4996,no,no,cellular,7,nov,75,8,-1,0,unknown,no
64,unknown,married,secondary,no,972,yes,no,cellular,21,aug,57,1,-1,0,unknown,no
35,unemployed,single,tertiary,no,-1488,no,no,telephone,22,jun,317,5,381,3,other,no
28,self-employed,married,unknown,no,510,yes,no,telephone,23,sep,442,2,-1,0,unknown,yes
74,blue-collar,single,primary,no,-1489,yes,no,unknown,11,jun,328,7,-1,0,unknown,no
40,admin.,single,primary,no,-278,no,no,cellular,18,mar,266,5,-1,0,unknown,no
65,student,divorced,unknown,no,2027,yes,no,unknown,10,sep,94,3,-1,0,unknown,no
39,entrepreneur,married,unknown,no,2962,yes,no,telephone,15,oct,320,7,-1,0,unknown,yes
34,technician,divorced,secondary,no,-3361,yes,no,telephone,30,may,239,3,-1,0,unknown,no
22,retired,single,primary,no,1370,yes,yes,unknown,12,jun,12,6,-1,0,unknown,no
61,housemaid,married,secondary,no,-342,yes,yes,cellular,23,apr,614,4,-1,0,unknown,yes
28,entrepreneur,single,primary,no,-528,yes,no,cellular,17,mar,21,2,-1,0,unknown,no
47,technician,divorced,primary,no,1822,yes,no,unknown,22,oct,180,9,-1,0,unknown,no
32,housemaid,married,secondary,no,-233,no,no,telephone,24,may,185,6,-1,0,unknown,no
44,retired,divorced,primary,yes,5581,yes,no,unknown,29,dec,468,5,-1,0,unknown,yes
52,unknown,single,primary,no,4997,yes,no,unknown,17,mar,630,5,-1,0,unknown,yes
50,blue-collar,single,secondary,no,4979,yes,no,cellular,1,feb,724,8,113,3,other,yes
37,services,single,tertiary,no,-66,no,no,telephone,6,jun,217,5,-1,0,unknown,no
33,services,married,secondary,no,-1473,no,no,telephone,21,aug,293,8,-1,0,unknown,no
51,unknown,divorced,primary,no,1669,no,no,cellular,15,mar,23,8,-1,0,unknown,no
19,entrepreneur,divorced,unknown,no,970,yes,no,telephone,19,jun,172,1,-1,0,unknown,no
52,self-employed,single,tertiary,no,-408,yes,no,telephone,14,nov,588,4,-1,0,unknown,yes
57,unknown,divorced,unknown,no,-2114,yes,yes,cellular,10,sep,156,9,-1,0,unknown,no
73,unknown,married,tertiary,no,1298,yes,no,telephone,29,jan,18,2,-1,0,unknown,no
45,student,single,unknown,no,207,yes,no,telephone,10,mar,57,4,309,3,success,no
64,technician,single,tertiary,no,3494,no,yes,unknown,23,feb,144,4,-1,0,unknown,no
56,self-employed,single,secondary,no,3424,yes,no,telephone,7,dec,69,1,-1,0,unknown,no
23,student,married,tertiary,no,4735,no,yes,unknown,7,aug,128,7,-1,0,unknown,no
26,student,single,tertiary,no,-2366,yes,no,unknown,14,sep,104,1,325,2,failure,no
37,technician,single,tertiary,no,2629,no,no,unknown,15,oct,99,5,-1,0,unknown,no
18,retired,single,primary,no,-765,yes,yes,cellular,22,jun,24,8,175,1,success,no
25,blue-collar,single,unknown,no,-2249,no,yes,cellular,20,mar,552,4,-1,0,unknown,yes
72,student,divorced,secondary,no,133,yes,no,telephone,9,oct,304,5,-1,0,unknown,yes
40,technician,single,unknown,no,4638,no,yes,unknown,28,aug,251,3,-1,0,unknown,no
20,retired,married,unknown,no,302,yes,no,telephone,15,oct,240,5,-1,0,unknown,no
21,unemployed,single,secondary,no,6133,yes,no,telephone,9,jul,130,3,-1,0,unknown,no
42,unknown,single,primary,no,3074,yes,no,telephone,23,feb,447,4,-1,0,unknown,yes
64,unknown,divorced,tertiary,no,237,yes,no,telephone,7,nov,686,3,-1,0,unknown,yes
55,entrepreneur,single,primary,no,4913,no,no,telephone,24,jul,1,5,-1,0,unknown,no
32,student,divorced,primary,no,2763,no,no,unknown,11,jan,21,2,-1,0,unknown,no
38,unemployed,married,tertiary,no,-1383,no,no,unknown,5,aug,289,9,-1,0,unknown,no
52,entrepreneur,divorced,unknown,no,7016,no,no,unknown,27,dec,69,3,90,3,other,no
74,student,single,tertiary,no,2203,yes,no,unknown,9,may,626,1,15,1,success,yes
